Idade;Nivel_educacao;Avaliacao_desempenho;Experiencia_cargos_lideranca;Habilidades_competencias;Treinamento_lideranca;Feedback_supervisores;Satisfacao_trabalho;Lider;Coach;Empodera;Sucesso_membros;Orientado_resultados;Comunicador;Desenvolvimento_carreira;Estrategia_equipe;Habilidades_tecnicas
54.0;Médio;3.0;1.0;2.0;S;0.7043140275790375;5.0;N;N;N;N;N;N;N;N;S
21.0;Médio;0.0;1.0;5.0;S;0.4041361111136923;1.0;N;N;N;N;N;N;N;N;S
47.0;Médio;3.0;;6.0;N;0.9675496917353414;3.0;N;N;N;N;N;N;N;N;S
23.0;Doutorado;1.0;0.0;7.0;S;0.27738750216239305;5.0;N;N;N;N;N;N;N;N;S
63.0;Doutorado;2.0;;4.0;S;0.7102863387138983;4.0;N;N;N;N;N;N;N;N;S
71.0;Médio;2.0;0.0;9.0;S;0.6274341503743958;1.0;N;N;N;N;N;N;N;N;S
36.0;Doutorado;3.0;1.0;5.0;S;0.012049974896248705;4.0;N;N;N;N;N;N;N;N;S
49.0;Doutorado;0.0;0.0;0.0;N;0.8852169293323735;4.0;N;N;N;N;N;N;N;N;S
26.0;Médio;2.0;1.0;5.0;n;0.1396126603529665;2.0;N;N;N;N;N;N;N;N;S
29.0;Especialização;3.0;0.0;8.0;N;0.6635887789978331;5.0;S;S;S;S;S;S;S;S;S
28.0;Doutorado;5.0;0.0;9.0;S;0.775548450794289;4.0;S;S;S;S;S;S;S;S;S
63.0;Especialização;5.0;0.0;3.0;N;0.630927646498461;5.0;N;N;N;N;N;N;N;N;S
72.0;Doutorado;0.0;0.0;9.0;N;0.09711386751365891;1.0;N;N;N;N;N;N;N;N;S
33.0;Doutorado;3.0;1.0;0.0;D;0.9751791362546911;2.0;N;N;N;N;N;N;N;N;S
18.0;Médio;5.0;0.0;10.0;N;0.23681791452122236;1.0;N;N;N;N;N;N;N;N;S
62.0;Doutorado;0.0;1.0;8.0;N;0.627864769943869;;N;N;N;N;N;N;N;N;S
72.0;Superior;4.0;0.0;3.0;N;0.7971780582613112;2.0;N;N;N;N;N;N;N;N;S
70.0;Superior;0.0;0.0;1.0;S;0.9392360099065117;5.0;N;N;N;N;N;N;N;N;S
38.0;Médio;1.0;1.0;0.0;N;0.6040105292559078;1.0;N;N;N;N;N;N;N;N;S
47.0;Especialização;4.0;0.0;2.0;N;0.25905414916311564;0.0;N;N;N;N;N;N;N;N;S
30.0;Especialização;3.0;0.0;6.0;N;0.8366390174069664;5.0;N;N;N;N;N;N;N;N;S
51.0;Especialização;4.0;1.0;10.0;S;0.1632199659500715;4.0;S;S;S;S;S;S;S;S;S
21.0;Superior;4.0;0.0;;S;0.022282428071070615;2.0;N;N;N;N;N;N;N;N;S
45.0;Especialização;3.0;1.0;1.0;N;0.9081488584424017;2.0;N;N;N;N;N;N;N;N;S
55.0;Especialização;3.0;0.0;8.0;N;0.575388958054606;5.0;S;S;S;S;S;S;S;S;S
75.0;Médio;5.0;0.0;10.0;N;0.06964149081131865;0.0;N;N;N;N;N;N;N;N;S
48.0;Especialização;1.0;0.0;1.0;S;0.5797293871230053;0.0;N;N;N;N;N;N;N;N;S
72.0;Superior;3.0;;4.0;S;0.14501416832244862;0.0;N;N;N;N;N;N;N;N;S
44.0;Superior;2.0;0.0;7.0;N;0.03138600639686506;0.0;N;N;N;N;N;N;N;N;S
22.0;Superior;2.0;0.0;9.0;N;0.11652404749075418;3.0;N;N;N;N;N;N;N;N;S
42.0;Médio;1.0;0.0;7.0;S;0.7751074285059703;2.0;N;N;N;N;N;N;N;N;S
20.0;Médio;0.0;0.0;2.0;S;0.7556609048135998;1.0;N;N;N;N;N;N;N;N;S
50.0;Doutorado;0.0;0.0;1.0;N;0.6043181349152832;2.0;N;N;N;N;N;N;N;N;S
21.0;Especialização;2.0;0.0;8.0;S;0.20932828991280572;2.0;N;N;N;N;N;N;N;N;S
42.0;Médio;3.0;0.0;2.0;N;0.7389670657953086;2.0;N;N;N;N;N;N;N;N;S
37.0;Superior;1.0;0.0;7.0;N;0.4080452672150676;0.0;N;N;N;N;N;N;N;N;S
51.0;Superior;0.0;0.0;1.0;S;0.51075361712634;0.0;N;N;N;N;N;N;N;N;S
43.0;Médio;0.0;1.0;;N;0.8976406933263213;3.0;N;N;N;N;N;N;N;N;S
22.0;Médio;4.0;0.0;0.0;N;0.4578575237381254;5.0;N;N;N;N;N;N;N;N;S
52.0;Médio;2.0;1.0;10.0;N;0.6263661538514906;2.0;N;N;N;N;N;N;N;N;S
;Doutorado;;1.0;5.0;N;0.961751491837908;4.0;N;N;N;N;N;N;N;N;S
46.0;Superior;1.0;1.0;6.0;N;0.4513898988339974;5.0;N;N;N;N;N;N;N;N;S
26.0;Doutorado;0.0;0.0;3.0;N;0.5607278981926902;3.0;N;N;N;N;N;N;N;N;S
69.0;Doutorado;4.0;1.0;0.0;N;0.584414624883448;0.0;N;N;N;N;N;N;N;N;S
55.0;Especialização;2.0;1.0;2.0;S;0.2407115588727543;2.0;N;N;N;N;N;N;N;N;S
67.0;Não Especifica;2.0;1.0;8.0;S;0.7369220622829524;0.0;N;N;N;N;N;N;N;N;S
23.0;Superior;1.0;0.0;4.0;D;;5.0;N;N;N;N;N;N;N;N;S
36.0;Médio;0.0;1.0;5.0;S;0.21355674149568205;1.0;N;N;N;N;N;N;N;N;S
61.0;Médio;1.0;0.0;3.0;N;0.013338044834512619;0.0;N;N;N;N;N;N;N;N;S
74.0;Especialização;1.0;1.0;0.0;N;0.998941570568453;0.0;N;N;N;N;N;N;N;N;S
28.0;Doutorado;5.0;1.0;4.0;S;0.5815877329606897;3.0;N;N;N;N;N;N;N;N;S
19.0;Médio;4.0;0.0;4.0;N;0.18103204237600135;1.0;N;N;N;N;N;N;N;N;S
64.0;Médio;2.0;0.0;4.0;N;0.2835654825146794;5.0;N;N;N;N;N;N;N;N;S
61.0;Superior;5.0;1.0;5.0;S;0.6177920422090999;4.0;N;N;N;N;N;N;N;N;S
61.0;Superior;3.0;1.0;10.0;S;0.13761558104808036;4.0;S;S;S;S;S;S;S;S;S
26.0;Médio;2.0;1.0;1.0;S;0.03728063710895646;4.0;N;N;N;N;N;N;N;N;S
38.0;Superior;2.0;0.0;0.0;S;0.7984798344547435;2.0;N;N;N;N;N;N;N;N;S
41.0;Especialização;4.0;0.0;1.0;S;0.7158462443519168;4.0;N;N;N;N;N;N;N;N;S
51.0;Médio;3.0;1.0;9.0;S;0.3096016481329835;2.0;N;N;N;N;N;N;N;N;S
39.0;Superior;0.0;1.0;5.0;N;0.05849137777456914;5.0;N;N;N;N;N;N;N;N;S
20.0;Especialização;3.0;0.0;4.0;S;0.4862709108480776;5.0;N;N;N;N;N;N;N;N;S
29.0;Superior;0.0;0.0;4.0;S;0.27618628992555894;0.0;N;N;N;N;N;N;N;N;S
45.0;Superior;3.0;1.0;5.0;N;0.39777921731364774;4.0;N;N;N;N;N;N;N;N;S
47.0;Superior;1.0;0.0;9.0;N;0.2739693463756029;3.0;N;N;N;N;N;N;N;N;S
43.0;nan;3.0;1.0;6.0;S;0.17526761992592432;5.0;N;N;N;N;N;N;N;N;S
65.0;Doutorado;5.0;0.0;8.0;N;0.38698978683638885;1.0;N;N;N;N;N;N;N;N;S
38.0;Superior;5.0;1.0;6.0;N;0.9648941234778153;1.0;N;N;N;N;N;N;N;N;S
45.0;Especialização;4.0;1.0;1.0;N;0.26622786700996703;5.0;N;N;N;N;N;N;N;N;S
73.0;Médio;0.0;1.0;5.0;N;0.3359666440469845;0.0;N;N;N;N;N;N;N;N;S
43.0;Médio;2.0;0.0;8.0;N;0.32924203352463066;1.0;N;N;N;N;N;N;N;N;S
50.0;Especialização;4.0;1.0;6.0;N;0.4802888197905403;1.0;N;N;N;N;N;N;N;N;S
38.0;Superior;5.0;1.0;1.0;N;0.8435055387927836;;N;N;N;N;N;N;N;N;S
52.0;Doutorado;5.0;0.0;2.0;S;0.402122591549645;0.0;N;N;N;N;N;N;N;N;S
69.0;Não Especifica;0.0;1.0;7.0;N;0.8061479640330419;0.0;N;N;N;N;N;N;N;N;S
51.0;Especialização;5.0;1.0;10.0;S;0.11501210943253715;3.0;N;N;N;N;N;N;N;N;S
58.0;Médio;5.0;1.0;8.0;N;0.8949072046821132;0.0;N;N;N;N;N;N;N;N;S
68.0;Doutorado;0.0;0.0;3.0;N;0.18530408352393457;0.0;N;N;N;N;N;N;N;N;S
64.0;Médio;5.0;0.0;8.0;S;0.03920149908252746;0.0;N;N;N;N;N;N;N;N;S
35.0;Especialização;2.0;0.0;1.0;N;0.15835448037706334;5.0;N;N;N;N;N;N;N;N;S
75.0;Superior;1.0;0.0;10.0;D;0.19074979129065195;4.0;S;S;S;S;S;S;S;S;S
28.0;Doutorado;4.0;1.0;4.0;S;0.5085041276133591;5.0;N;N;N;N;N;N;N;N;S
74.0;Médio;2.0;0.0;10.0;N;0.44993829275305575;4.0;S;S;S;S;S;S;S;S;S
40.0;Médio;2.0;0.0;1.0;N;0.7158744169317086;3.0;N;N;N;N;N;N;N;N;S
65.0;Médio;1.0;0.0;10.0;S;0.050951085793663475;3.0;N;N;N;N;N;N;N;N;S
39.0;Superior;4.0;1.0;0.0;S;0.4977062513760845;1.0;N;N;N;N;N;N;N;N;S
34.0;Doutorado;2.0;1.0;4.0;N;0.3324712269233808;5.0;N;N;N;N;N;N;N;N;S
22.0;Superior;5.0;1.0;1.0;S;0.6307063320910085;4.0;N;N;N;N;N;N;N;N;S
61.0;Superior;1.0;0.0;6.0;N;0.043699724125018435;;N;N;N;N;N;N;N;N;S
28.0;Superior;4.0;1.0;7.0;N;0.034934808918159366;3.0;N;N;N;N;N;N;N;N;S
47.0;Especialização;3.0;;1.0;S;0.4272516013962966;5.0;N;N;N;N;N;N;N;N;S
32.0;Especialização;0.0;0.0;6.0;S;0.811339479201512;1.0;N;N;N;N;N;N;N;N;S
44.0;Especialização;5.0;1.0;3.0;S;0.6710940641352746;0.0;N;N;N;N;N;N;N;N;S
52.0;Doutorado;1.0;0.0;0.0;S;0.016706091911565912;2.0;N;N;N;N;N;N;N;N;S
50.0;Superior;0.0;0.0;10.0;D;0.17847209421412236;1.0;N;N;N;N;N;N;N;N;S
37.0;Superior;3.0;1.0;2.0;S;0.22673146451744297;2.0;N;N;N;N;N;N;N;N;S
33.0;Não Especifica;2.0;0.0;10.0;S;0.4230589275451947;1.0;N;N;N;N;N;N;N;N;S
51.0;Superior;2.0;0.0;0.0;N;0.5867156839217995;;N;N;N;N;N;N;N;N;S
19.0;Superior;4.0;0.0;4.0;N;0.21646017389728966;0.0;N;N;N;N;N;N;N;N;S
52.0;Médio;1.0;0.0;7.0;N;0.38251422447229766;3.0;N;N;N;N;N;N;N;N;S
57.0;Superior;1.0;0.0;0.0;N;0.5839433939937642;4.0;N;N;N;N;N;N;N;N;S
73.0;Médio;4.0;0.0;8.0;N;0.38343530390164904;1.0;N;N;N;N;N;N;N;N;S
45.0;Superior;0.0;1.0;2.0;N;0.14316942138463218;0.0;N;N;N;N;N;N;N;N;S
64.0;Doutorado;2.0;0.0;4.0;N;0.4916611255382236;2.0;N;N;N;N;N;N;N;N;S
56.0;Não Especifica;2.0;0.0;8.0;N;0.3239941959538054;5.0;S;S;S;S;S;S;S;S;S
23.0;Médio;1.0;0.0;4.0;N;0.8641883625548357;5.0;N;N;N;N;N;N;N;N;S
26.0;Especialização;1.0;0.0;8.0;S;0.7756249080938343;3.0;N;N;N;N;N;N;N;N;S
37.0;Médio;4.0;1.0;9.0;S;;5.0;S;S;S;S;S;S;S;S;S
18.0;Médio;3.0;1.0;7.0;N;0.15263579133084437;1.0;N;N;N;N;N;N;N;N;S
25.0;Médio;0.0;0.0;6.0;S;0.34767667331450003;2.0;N;N;N;N;N;N;N;N;S
72.0;Doutorado;5.0;1.0;10.0;N;0.4121745004435924;1.0;N;N;N;N;N;N;N;N;S
40.0;Superior;3.0;0.0;0.0;N;0.9320181513247281;5.0;N;N;N;N;N;N;N;N;S
20.0;Médio;3.0;0.0;3.0;N;0.301620737085333;4.0;N;N;N;N;N;N;N;N;S
21.0;Doutorado;1.0;0.0;8.0;N;0.8675843529684916;5.0;S;S;S;S;S;S;S;S;S
75.0;Médio;1.0;0.0;9.0;S;0.5053092793537157;4.0;S;S;S;S;S;S;S;S;S
42.0;Superior;1.0;1.0;7.0;S;0.8856237255573897;5.0;N;N;N;N;N;N;N;N;S
64.0;Médio;3.0;1.0;3.0;N;0.7019537773285864;3.0;N;N;N;N;N;N;N;N;S
55.0;Doutorado;0.0;0.0;0.0;S;0.7083889681093689;2.0;N;N;N;N;N;N;N;N;S
32.0;Superior;1.0;0.0;9.0;S;0.5187974874961478;4.0;S;S;S;S;S;S;S;S;S
38.0;Doutorado;2.0;1.0;3.0;N;0.8403040415781398;0.0;N;N;N;N;N;N;N;N;S
52.0;Superior;0.0;1.0;2.0;N;0.25442480524169564;3.0;N;N;N;N;N;N;N;N;S
74.0;Superior;2.0;0.0;5.0;S;0.907351271516869;1.0;N;N;N;N;N;N;N;N;S
70.0;Especialização;0.0;1.0;10.0;S;0.6367758550359672;5.0;S;S;S;S;S;S;S;S;S
70.0;Especialização;1.0;0.0;4.0;N;0.4387089014925257;;N;N;N;N;N;N;N;N;S
63.0;Especialização;5.0;1.0;4.0;N;0.982189903415557;2.0;N;N;N;N;N;N;N;N;S
69.0;Superior;4.0;1.0;1.0;S;;5.0;N;N;N;N;N;N;N;N;S
31.0;Médio;1.0;1.0;2.0;N;0.7720210128316995;0.0;N;N;N;N;N;N;N;N;S
53.0;Doutorado;3.0;1.0;10.0;N;0.27390247106894383;4.0;S;S;S;S;S;S;S;S;S
29.0;Doutorado;5.0;0.0;5.0;N;0.9737407004323977;5.0;N;N;N;N;N;N;N;N;S
34.0;Doutorado;3.0;0.0;1.0;S;0.7429875028259558;2.0;N;N;N;N;N;N;N;N;S
56.0;Especialização;0.0;1.0;3.0;S;0.6052172840290415;0.0;N;N;N;N;N;N;N;N;S
26.0;Superior;3.0;0.0;1.0;N;0.9217992290133329;0.0;N;N;N;N;N;N;N;N;S
52.0;Especialização;5.0;1.0;8.0;S;0.16218168192912918;1.0;N;N;N;N;N;N;N;N;S
30.0;Médio;5.0;1.0;2.0;N;0.13901605276427675;0.0;N;N;N;N;N;N;N;N;S
32.0;Superior;1.0;0.0;9.0;S;0.5637134143907602;3.0;N;N;N;N;N;N;N;N;S
35.0;Doutorado;2.0;0.0;9.0;S;0.05671359663311071;2.0;N;N;N;N;N;N;N;N;S
68.0;Especialização;1.0;0.0;5.0;S;0.6639868618670157;3.0;N;N;N;N;N;N;N;N;S
50.0;Especialização;;1.0;0.0;N;0.2407411381156198;0.0;N;N;N;N;N;N;N;N;S
23.0;Médio;3.0;0.0;10.0;N;0.11902657794307137;0.0;N;N;N;N;N;N;N;N;S
44.0;Médio;2.0;0.0;9.0;N;0.409495849791478;3.0;N;N;N;N;N;N;N;N;S
40.0;Especialização;4.0;0.0;2.0;S;0.4659496263655637;1.0;N;N;N;N;N;N;N;N;S
44.0;Médio;5.0;0.0;7.0;N;0.1704848638960711;0.0;N;N;N;N;N;N;N;N;S
51.0;Doutorado;2.0;1.0;4.0;N;0.041535270956132186;3.0;N;N;N;N;N;N;N;N;S
73.0;Médio;2.0;1.0;7.0;N;0.41405559123881364;3.0;N;N;N;N;N;N;N;N;S
63.0;Médio;1.0;1.0;1.0;N;0.7595263359884299;2.0;N;N;N;N;N;N;N;N;S
55.0;Especialização;4.0;1.0;6.0;S;0.8741997706010216;1.0;N;N;N;N;N;N;N;N;S
31.0;Especialização;5.0;1.0;8.0;N;0.09754829412909971;;S;S;S;S;S;S;S;S;S
53.0;Superior;0.0;1.0;6.0;N;0.5246754630112551;3.0;N;N;N;N;N;N;N;N;S
70.0;Superior;0.0;1.0;;S;0.2634029888063848;2.0;N;N;N;N;N;N;N;N;S
25.0;Especialização;2.0;0.0;6.0;N;0.3746338696028665;;N;N;N;N;N;N;N;N;S
52.0;Médio;2.0;1.0;7.0;S;0.9334418297599064;2.0;N;N;N;N;N;N;N;N;S
36.0;Médio;3.0;1.0;0.0;S;0.35207477294564693;2.0;N;N;N;N;N;N;N;N;S
47.0;Superior;4.0;1.0;2.0;S;0.36534593017832684;5.0;N;N;N;N;N;N;N;N;S
31.0;Superior;5.0;1.0;4.0;N;0.20939582574499127;1.0;N;N;N;N;N;N;N;N;S
37.0;Superior;2.0;0.0;5.0;S;0.9600184180258555;0.0;N;N;N;N;N;N;N;N;S
66.0;Doutorado;3.0;1.0;2.0;n;0.4564873566602834;1.0;N;N;N;N;N;N;N;N;S
42.0;Doutorado;4.0;1.0;3.0;S;0.5703921340567629;4.0;N;N;N;N;N;N;N;N;S
57.0;Superior;5.0;0.0;4.0;N;0.45316809230139976;5.0;N;N;N;N;N;N;N;N;S
41.0;Médio;0.0;1.0;2.0;S;0.25291907676386416;1.0;N;N;N;N;N;N;N;N;S
31.0;Superior;3.0;1.0;3.0;S;0.8104126131409869;0.0;N;N;N;N;N;N;N;N;S
43.0;Doutorado;4.0;1.0;4.0;n;0.02847122587682116;1.0;N;N;N;N;N;N;N;N;S
55.0;Médio;3.0;1.0;1.0;N;0.6902434300916938;1.0;N;N;N;N;N;N;N;N;S
40.0;Superior;2.0;1.0;9.0;S;0.5942728105993524;1.0;N;N;N;N;N;N;N;N;S
39.0;Médio;1.0;1.0;8.0;S;0.14428065068874918;3.0;N;N;N;N;N;N;N;N;S
65.0;Superior;0.0;1.0;9.0;N;0.16590504430068942;3.0;N;N;N;N;N;N;N;N;S
74.0;Médio;2.0;;7.0;N;0.6592255879008694;1.0;N;N;N;N;N;N;N;N;S
36.0;Médio;2.0;0.0;5.0;N;;0.0;N;N;N;N;N;N;N;N;S
63.0;Médio;4.0;1.0;9.0;S;;0.0;N;N;N;N;N;N;N;N;S
68.0;Médio;3.0;0.0;10.0;S;0.059156095537279296;0.0;N;N;N;N;N;N;N;N;S
20.0;Especialização;0.0;1.0;;S;0.7664830893227842;0.0;N;N;N;N;N;N;N;N;S
59.0;Superior;2.0;0.0;10.0;S;0.8826719353006454;5.0;S;S;S;S;S;S;S;S;S
36.0;Superior;4.0;1.0;1.0;N;0.8198443517257338;5.0;N;N;N;N;N;N;N;N;S
26.0;Especialização;0.0;0.0;6.0;S;0.4660341195000369;2.0;N;N;N;N;N;N;N;N;S
45.0;Médio;3.0;1.0;7.0;N;0.5339564085805625;1.0;N;N;N;N;N;N;N;N;S
37.0;Médio;2.0;0.0;9.0;n;0.24227619398468836;1.0;N;N;N;N;N;N;N;N;S
62.0;Superior;5.0;0.0;0.0;S;0.17285473941878615;2.0;N;N;N;N;N;N;N;N;S
24.0;Especialização;2.0;1.0;5.0;S;0.8230011748913447;0.0;N;N;N;N;N;N;N;N;S
31.0;Médio;2.0;1.0;6.0;N;0.7983441605448303;4.0;N;N;N;N;N;N;N;N;S
26.0;Médio;0.0;0.0;8.0;N;0.777359828436892;4.0;S;S;S;S;S;S;S;S;S
72.0;Não Especifica;0.0;0.0;2.0;N;0.4633593063976348;2.0;N;N;N;N;N;N;N;N;S
74.0;Superior;0.0;1.0;1.0;N;0.8645077608445592;4.0;N;N;N;N;N;N;N;N;S
36.0;Especialização;0.0;0.0;4.0;S;0.9262320693508147;3.0;N;N;N;N;N;N;N;N;S
64.0;Médio;4.0;1.0;9.0;S;0.32834434465344475;1.0;N;N;N;N;N;N;N;N;S
69.0;Superior;1.0;0.0;0.0;S;0.22469449178035583;4.0;N;N;N;N;N;N;N;N;S
31.0;Especialização;4.0;0.0;5.0;S;0.4642630307759832;5.0;N;N;N;N;N;N;N;N;S
73.0;Médio;2.0;1.0;;S;0.1793263566745925;5.0;S;S;S;S;S;S;S;S;S
55.0;Superior;4.0;1.0;9.0;N;0.8840028851398969;3.0;N;N;N;N;N;N;N;N;S
70.0;Superior;3.0;1.0;8.0;N;0.33799050007776943;1.0;N;N;N;N;N;N;N;N;S
53.0;Superior;5.0;0.0;6.0;S;0.5761717865405768;3.0;N;N;N;N;N;N;N;N;S
57.0;Médio;0.0;0.0;10.0;S;0.594719495907125;1.0;N;N;N;N;N;N;N;N;S
34.0;Médio;3.0;0.0;6.0;S;0.5149878803458964;1.0;N;N;N;N;N;N;N;N;S
47.0;Superior;5.0;1.0;7.0;S;0.1565257094230983;4.0;N;N;N;N;N;N;N;N;S
26.0;nan;3.0;0.0;9.0;N;0.9910006400933713;;S;S;S;S;S;S;S;S;S
50.0;Superior;2.0;0.0;1.0;S;0.1726032292411297;2.0;N;N;N;N;N;N;N;N;S
73.0;Especialização;0.0;1.0;5.0;S;0.7515073605709098;4.0;N;N;N;N;N;N;N;N;S
69.0;Médio;3.0;0.0;4.0;S;0.791362874055159;0.0;N;N;N;N;N;N;N;N;S
42.0;Superior;2.0;0.0;4.0;S;0.14516370836127268;3.0;N;N;N;N;N;N;N;N;S
31.0;Especialização;0.0;1.0;2.0;N;0.9331635115498803;0.0;N;N;N;N;N;N;N;N;S
28.0;Superior;1.0;1.0;2.0;S;0.4877587626277283;1.0;N;N;N;N;N;N;N;N;S
70.0;Médio;2.0;1.0;5.0;N;0.6288829585676866;4.0;N;N;N;N;N;N;N;N;S
52.0;Especialização;4.0;1.0;9.0;N;0.6421860560347962;0.0;N;N;N;N;N;N;N;N;S
58.0;Especialização;0.0;;9.0;S;0.5049551255923007;;N;N;N;N;N;N;N;N;S
31.0;Especialização;3.0;1.0;6.0;S;0.1420220441211537;5.0;N;N;N;N;N;N;N;N;S
47.0;Superior;5.0;1.0;0.0;S;0.7517533578912992;0.0;N;N;N;N;N;N;N;N;S
58.0;Médio;3.0;1.0;2.0;S;0.5817858351234922;5.0;N;N;N;N;N;N;N;N;S
21.0;Especialização;4.0;1.0;0.0;S;0.11868061525738349;5.0;N;N;N;N;N;N;N;N;S
21.0;Superior;4.0;;9.0;N;0.7003219686336086;1.0;N;N;N;N;N;N;N;N;S
45.0;Médio;3.0;1.0;2.0;N;0.7027632608064905;5.0;N;N;N;N;N;N;N;N;S
25.0;Superior;5.0;1.0;4.0;N;0.5484864460959151;1.0;N;N;N;N;N;N;N;N;S
19.0;Superior;0.0;0.0;8.0;N;0.09054881029156803;5.0;S;S;S;S;S;S;S;S;S
58.0;Especialização;2.0;1.0;2.0;N;0.35264403113672926;5.0;N;N;N;N;N;N;N;N;S
63.0;Especialização;4.0;0.0;9.0;S;0.050924107626700965;1.0;N;N;N;N;N;N;N;N;S
39.0;Superior;4.0;0.0;9.0;S;0.47759601882639136;0.0;N;N;N;N;N;N;N;N;S
58.0;Superior;4.0;1.0;8.0;N;0.9064471318940434;3.0;N;N;N;N;N;N;N;N;S
73.0;Superior;5.0;0.0;0.0;S;0.0022529826129237263;4.0;N;N;N;N;N;N;N;N;S
;Médio;1.0;1.0;5.0;S;0.2666386530424122;4.0;N;N;N;N;N;N;N;N;S
33.0;Superior;5.0;1.0;8.0;N;;1.0;N;N;N;N;N;N;N;N;S
46.0;Superior;0.0;0.0;4.0;N;0.009860833821606518;0.0;N;N;N;N;N;N;N;N;S
66.0;Superior;0.0;0.0;10.0;n;0.010173437046006706;3.0;N;N;N;N;N;N;N;N;S
65.0;Especialização;0.0;0.0;9.0;S;0.6108185860943991;2.0;N;N;N;N;N;N;N;N;S
47.0;Doutorado;0.0;1.0;1.0;N;0.7891997567985845;1.0;N;N;N;N;N;N;N;N;S
29.0;Médio;0.0;1.0;4.0;N;0.7765054174666707;2.0;N;N;N;N;N;N;N;N;S
52.0;Médio;3.0;0.0;0.0;S;0.779578020749287;4.0;N;N;N;N;N;N;N;N;S
28.0;Superior;4.0;1.0;8.0;S;0.3610063448176657;4.0;S;S;S;S;S;S;S;S;S
63.0;Médio;5.0;1.0;9.0;N;0.8827241442744588;;N;N;N;N;N;N;N;N;S
67.0;Especialização;3.0;0.0;9.0;S;0.012835601396736895;3.0;N;N;N;N;N;N;N;N;S
38.0;Não Especifica;5.0;0.0;8.0;N;0.3121887367723004;2.0;N;N;N;N;N;N;N;N;S
38.0;Médio;1.0;0.0;5.0;S;0.3371876948353899;4.0;N;N;N;N;N;N;N;N;S
22.0;Superior;2.0;0.0;10.0;N;0.16557112581954114;3.0;N;N;N;N;N;N;N;N;S
65.0;Especialização;4.0;0.0;8.0;S;0.3362259729920992;3.0;N;N;N;N;N;N;N;N;S
37.0;Superior;1.0;0.0;2.0;S;0.585884130052109;4.0;N;N;N;N;N;N;N;N;S
54.0;Médio;3.0;0.0;3.0;S;0.5202793126973825;4.0;N;N;N;N;N;N;N;N;S
20.0;Médio;2.0;0.0;5.0;N;0.31942735858453986;0.0;N;N;N;N;N;N;N;N;S
61.0;Superior;1.0;0.0;3.0;N;0.7493275136824555;5.0;N;N;N;N;N;N;N;N;S
50.0;Especialização;5.0;0.0;0.0;N;0.7147905784378072;3.0;N;N;N;N;N;N;N;N;S
70.0;Médio;2.0;1.0;6.0;S;0.28069647708044043;2.0;N;N;N;N;N;N;N;N;S
26.0;Especialização;5.0;1.0;4.0;S;0.3232283927779175;1.0;N;N;N;N;N;N;N;N;S
26.0;Médio;1.0;0.0;7.0;S;0.28752019863212763;1.0;N;N;N;N;N;N;N;N;S
21.0;Especialização;3.0;1.0;8.0;n;0.12885116651121553;4.0;S;S;S;S;S;S;S;S;S
52.0;Médio;5.0;1.0;4.0;S;0.7527816429608548;5.0;N;N;N;N;N;N;N;N;S
34.0;Superior;2.0;1.0;7.0;N;0.04627651051524906;2.0;N;N;N;N;N;N;N;N;S
51.0;Médio;1.0;1.0;0.0;N;0.15058049410342278;0.0;N;N;N;N;N;N;N;N;S
41.0;Médio;5.0;1.0;0.0;N;0.10530451774784744;3.0;N;N;N;N;N;N;N;N;S
49.0;Especialização;3.0;1.0;6.0;N;0.8253389755243343;0.0;N;N;N;N;N;N;N;N;S
18.0;Superior;4.0;0.0;;N;0.04400851538675099;2.0;N;N;N;N;N;N;N;N;S
25.0;Especialização;3.0;0.0;4.0;n;0.6646272899165588;0.0;N;N;N;N;N;N;N;N;S
62.0;nan;3.0;1.0;4.0;S;0.04447459841080348;4.0;N;N;N;N;N;N;N;N;S
40.0;Especialização;4.0;1.0;8.0;S;0.7864434039217993;1.0;N;N;N;N;N;N;N;N;S
64.0;Médio;3.0;0.0;0.0;S;0.9127140863937485;4.0;N;N;N;N;N;N;N;N;S
57.0;Especialização;4.0;1.0;7.0;S;;3.0;N;N;N;N;N;N;N;N;S
29.0;Especialização;4.0;1.0;1.0;S;0.8045418010122957;4.0;N;N;N;N;N;N;N;N;S
71.0;Especialização;5.0;1.0;6.0;N;0.7064105328502284;2.0;N;N;N;N;N;N;N;N;S
29.0;Especialização;5.0;1.0;5.0;n;0.7956352921734672;2.0;N;N;N;N;N;N;N;N;S
63.0;Superior;4.0;1.0;9.0;N;0.7667751995259885;3.0;N;N;N;N;N;N;N;N;S
64.0;Especialização;1.0;0.0;1.0;N;0.20536788373873194;3.0;N;N;N;N;N;N;N;N;S
32.0;Médio;2.0;0.0;2.0;N;0.49955901015478954;1.0;N;N;N;N;N;N;N;N;S
58.0;Especialização;1.0;1.0;3.0;N;0.9604141871263858;0.0;N;N;N;N;N;N;N;N;S
36.0;Médio;4.0;0.0;6.0;N;0.34353294458149164;1.0;N;N;N;N;N;N;N;N;S
43.0;Superior;2.0;1.0;7.0;S;0.9704870906370644;4.0;N;N;N;N;N;N;N;N;S
69.0;Superior;5.0;1.0;10.0;S;0.5831617114337359;0.0;N;N;N;N;N;N;N;N;S
46.0;Especialização;2.0;1.0;1.0;S;0.4616114176657774;3.0;N;N;N;N;N;N;N;N;S
39.0;Superior;4.0;1.0;7.0;N;0.6577574650262021;2.0;N;N;N;N;N;N;N;N;S
