codigo_tribunal,populacao,num_juizes,casos_recebidos,tipo_caso,taxa_crescimento_populacao,taxa_criminalidade,tempo_casos,nivel_automacao,congestionamento,advogados,urbanizacao,nivel_educacao,habitantes_por_juiz,idh,idade_juizes,casos_pendentes
6120D,224692.0,20.0,332.345193259463,criminal,0.6043860603645985,0.7849090837191508,5.0,6.0,medio,11.0,baixo,1.0,11234.6,0.8094671641169913,56.0,514.5085588782308
5554H,176826.0,12.0,159.17932948105653,trabalhista,0.2394503225349976,0.41059966163241074,3.0,3.0,alto,9.0,alto,0.3932479416345314,14735.5,0.6793400243541172,39.0,614.4089713569123
8577F,65282.0,1.0,474.9707725248869,,0.19954546856415317,0.40553559925730676,18.0,0.0,,6.0,medio,0.2316906337732958,65282.0,0.4067198172515598,45.0,1443.1130637501476
6646G,197809.0,8.0,429.6139038245833,trabalhista,0.6816214980234909,0.5294879077971211,6.0,0.0,alto,58.0,medio,0.6798375186552608,24726.125,0.6456816243028605,60.0,1566.9157917790271
2257B,54124.0,1.0,507.0385978034154,civil,0.7621616131478286,0.6490382921937711,9.0,3.0,baixo,36.0,medio,0.20708130944456693,54124.0,0.29221781350765913,56.0,1511.427543957614
3942C,362246.0,5.0,473.81003069526207,trabalhista,0.17654081146574097,0.5461591758946589,7.0,4.0,alto,29.0,alto,0.15341574905644792,72449.2,0.3446653601480808,48.0,1434.0743895486316
5311C,425412.0,6.0,550.6922331844295,civil,0.3152868392095773,0.0,21.0,4.0,alto,73.0,medio,0.10749729472856638,70902.0,0.5116374175260716,35.0,1489.092437731352
1137H,91527.0,3.0,705.7401440337507,trabalhista,0.13365489807719977,0.18808823559451285,18.0,0.0,alto,33.0,alto,0.27894840633271395,30509.0,0.0,77.0,2073.1566605310372
3530D,422515.0,15.0,350.6374547743489,trabalhista,0.01104975365493821,0.17903270252812473,2.0,2.0,medio,87.0,,0.10717759483555622,28167.666666666668,0.17484958397369108,39.0,1292.7455195657292
2340H,423086.0,5.0,-24.760404270114975,trabalhista,0.5334504155777737,0.8642032554898142,20.0,5.0,medio,79.0,alto,0.0,84617.2,0.17350782570065562,58.0,-773.3573585228646
8095A,126651.0,14.0,0.4772509221298833,criminal,0.0,0.1528945431762587,10.0,9.0,baixo,11.0,alto,0.7683192914338053,9046.5,0.9816376934178299,37.0,-262.67706739974085
4549H,276549.0,18.0,339.41350726764915,trabalhista,0.2798882220061104,0.4436492201514643,12.0,6.0,alto,23.0,baixo,0.0,15363.833333333334,0.1528945431762587,60.0,832.502260353931
5937C,115395.0,16.0,591.3396842456067,criminal,0.9014125388893444,0.808918042308942,2.0,10.0,medio,26.0,desconhecido,0.9664519629702862,7212.1875,0.7869310906335523,56.0,2224.236124288211
5182D,41345.0,6.0,330.9560143399917,trabalhista,0.11058375439866341,0.7170584005377763,13.0,0.0,medio,1.0,medio,0.5458204658860646,6890.833333333333,0.631122005807302,35.0,776.2098577843633
3173D,416688.0,14.0,277.3660915921359,trabalhista,0.3063882866025054,0.20974411611561672,8.0,7.0,alto,94.0,baixo,0.43133446309655216,29763.42857142857,0.8774337548867206,51.0,841.6559384990213
9975E,326221.0,8.0,765.0556815579963,trabalhista,0.39101679637943665,0.2004983466929956,23.0,3.0,baixo,81.0,medio,0.568373836537823,40777.625,0.3407368910832755,54.0,2386.4847039703936
1310G,422573.0,7.0,648.6591416776118,civil,0.265617655241302,0.3272775483041236,7.0,8.0,alto,47.0,baixo,0.542720961367331,60367.57142857143,0.2763504291869427,46.0,2492.627210040502
4234A,227472.0,8.0,535.1643833833241,criminal,0.8315718428951188,1.0,3.0,10.0,medio,41.0,baixo,0.6083884298589474,28434.0,0.4986629356129463,60.0,1244.3181093715184
5526F,42055.0,13.0,611.6847518811235,civil,0.5252417027602974,0.6542188867384314,,10.0,,23.0,baixo,0.1671063517134707,3235.0,0.7906040588862596,47.0,1396.5391783982864
8406A,395837.0,6.0,384.19675819978966,criminal,0.9796805007542909,0.8004615981802143,8.0,5.0,baixo,5.0,baixo,1.0,65972.83333333333,0.8915980353582827,40.0,998.2933556245779
6059H,115283.0,18.0,719.387276522852,criminal,1.0,0.8376335804679607,21.0,0.0,medio,99.0,baixo,0.6908092470591265,6404.611111111111,0.6560259713326321,37.0,2772.738154112842
8815C,74484.0,2.0,297.7660846734787,trabalhista,0.324557947980174,0.2997541564729117,1.0,1.0,medio,9.0,baixo,1.0,37242.0,0.8376335804679607,45.0,1034.6953070578602
8834B,107514.0,8.0,507.64170627598537,criminal,0.6078205449222932,0.3877008658945791,15.0,2.0,alto,4.0,baixo,0.11776455989406237,13439.25,0.19635746242985588,45.0,1542.8571405325595
9178G,120135.0,11.0,734.9475222809067,criminal,0.10273913956185693,0.48819283787508283,,1.0,baixo,71.0,alto,0.24079862345708403,10921.363636363636,0.2041899051619745,55.0,2265.2929375446606
3335B,65771.0,1.0,484.09552983096,trabalhista,0.551449781197169,0.8591407453952524,12.0,9.0,medio,1.0,alto,0.27012147095596034,65771.0,0.5718840035721345,44.0,1212.4993632171172
4781G,218726.0,6.0,394.8008044741839,civil,0.8368279528394648,0.807159722191445,11.0,6.0,alto,80.0,alto,0.07063642476953091,36454.333333333336,0.6187340671814334,73.0,864.0883035727005
7404H,469756.0,16.0,590.1174111330231,civil,0.0,0.2846054589045379,16.0,0.0,baixo,57.0,baixo,0.9483381922434481,29359.75,0.8629148418934367,50.0,1979.5871355403008
6884D,244223.0,20.0,471.58353125674546,trabalhista,0.8168167984874375,0.4901015275158057,4.0,8.0,alto,25.0,baixo,0.587806101977328,12211.15,0.5785085098932019,54.0,1843.8743759652382
7729E,402428.0,12.0,,criminal,0.0,0.21250863796293784,2.0,1.0,alto,58.0,baixo,1.0,33535.666666666664,0.5816931282720871,44.0,
4494G,147399.0,11.0,557.0358429222126,civil,0.8465967106288945,1.0,23.0,3.0,baixo,6.0,medio,0.48235270620749604,13399.90909090909,0.45368499106668586,46.0,1808.2261474242068
4468H,397029.0,10.0,633.0604536617475,criminal,0.03845399980232467,0.0,3.0,7.0,alto,14.0,desconhecido,0.10232702898297494,39702.9,0.6859655770671285,53.0,1880.0895493420494
1480H,59377.0,3.0,860.5355429382685,civil,1.0,1.0,4.0,10.0,medio,37.0,alto,0.20796331988881572,,0.0,43.0,2258.146321222936
5689B,210645.0,13.0,260.828071227717,trabalhista,0.4701972758819302,0.5056760227535732,18.0,2.0,baixo,75.0,baixo,,16203.46153846154,,38.0,655.2471706275578
2016B,72733.0,3.0,232.70566054950228,trabalhista,0.49078469298295535,0.47182050203185716,12.0,8.0,baixo,1.0,medio,0.4867489254887335,24244.33333333333,0.8798805133805486,60.0,1204.3200755119685
5813G,159344.0,15.0,66.7319458940836,criminal,1.0,0.8274749768565749,1.0,6.0,alto,52.0,alto,1.0,,0.7705773848126081,49.0,-673.0501049141135
6550A,172832.0,16.0,527.0153524218903,trabalhista,1.0,0.7559785713546364,3.0,9.0,baixo,65.0,alto,0.48936486855927586,10802.0,0.47111058982001747,57.0,2089.8051332199434
8834F,143226.0,13.0,392.8829549023102,civil,0.0,0.0,4.0,2.0,medio,8.0,baixo,0.7538008742231935,11017.384615384615,0.7043754139681716,55.0,1138.5149419258425
,129250.0,17.0,644.0069758930416,trabalhista,0.9288081696906949,0.6436398405631751,6.0,2.0,alto,96.0,baixo,0.9589137025115533,7602.941176470588,0.7354354226104131,41.0,1825.663160989694
9269F,55762.0,3.0,423.11470321461564,,0.14209680323213134,0.5163196431672186,17.0,4.0,baixo,33.0,medio,0.6621973707907164,18587.33333333333,0.13081390297375106,39.0,1314.5565749287093
9030B,212058.0,20.0,720.3091307981186,criminal,0.3988665549939924,0.7406861778214047,8.0,4.0,alto,8.0,baixo,0.4688406853794591,10602.9,0.41365609840755724,53.0,2098.895249426311
6616H,195404.0,11.0,167.21749257730923,criminal,0.005107450089335552,0.09498316379200977,18.0,9.0,baixo,14.0,alto,0.17060897071090111,17764.0,0.5305757269066034,56.0,-244.77469590048304
1892D,201172.0,19.0,870.6598682706118,criminal,0.0,0.25082830260422245,16.0,4.0,baixo,24.0,baixo,0.46714429984750305,10588.0,0.77482505024816,59.0,2434.8332383885772
5953A,166016.0,11.0,335.7825105587206,civil,,,21.0,8.0,alto,64.0,baixo,0.21652153301449362,15092.363636363636,0.2006902052545888,49.0,1229.254394002891
9442A,78825.0,16.0,693.2638516728504,criminal,0.39398216523031715,0.21906043445645157,6.0,8.0,baixo,93.0,baixo,0.4348529371057045,4926.5625,0.4682547711570747,40.0,2445.670905505164
9981A,,3.0,493.9621604352835,criminal,0.5545358436360434,0.561541718467472,19.0,5.0,medio,25.0,baixo,0.24448199636399343,14625.666666666666,0.14431035002328968,54.0,1174.5306394268637
9600A,453206.0,6.0,70.1488873945373,civil,0.0,0.4959025525974455,21.0,10.0,alto,,alto,0.8835337987792447,75534.33333333333,0.7260406960390726,49.0,140.68911608994557
6391H,159065.0,14.0,552.0090780535822,trabalhista,0.0,0.25857351903918363,8.0,10.0,baixo,1.0,,0.20512887592527412,11361.785714285714,0.5984669905600826,51.0,1243.1312619226862
3942C,138443.0,18.0,342.57020920133937,criminal,,,4.0,6.0,medio,87.0,baixo,0.2265079282401573,7691.277777777777,0.3718274831592623,53.0,1008.1213225781936
3831B,,17.0,314.613901968547,civil,0.25866588349131875,0.33038758898743814,9.0,9.0,baixo,33.0,alto,0.5494026011163166,23044.470588235294,0.475755947799937,37.0,1241.6955348018091
4944H,147674.0,4.0,494.9398794870059,criminal,0.35082674096926286,0.1409087539953746,8.0,7.0,alto,14.0,baixo,0.6135011690561953,36918.5,0.2722459680388408,52.0,1426.6799170197933
7049F,145074.0,15.0,573.5361399656915,criminal,0.6938230295729607,0.6899118368732357,21.0,8.0,baixo,63.0,baixo,0.9327017770685075,9671.6,0.8093512106210091,44.0,1576.1903907597427
2734E,478499.0,11.0,640.9404891477279,trabalhista,0.6124274933654332,0.47175171027140816,19.0,5.0,medio,56.0,baixo,0.31661132771167455,43499.90909090909,0.32384362744452877,49.0,1425.0645427092986
4001D,33258.0,3.0,638.1443247096579,trabalhista,0.6556984552187711,0.5844783500604362,1.0,,medio,28.0,baixo,0.6636933765987274,,0.5884758107504143,52.0,1982.9334572591067
8315A,61629.0,3.0,293.65867682363023,criminal,0.3761527788907377,0.30801302178859286,21.0,1.0,medio,29.0,medio,0.27317231746479004,20543.0,0.25652279107561904,58.0,683.282975853928
8093C,460795.0,16.0,516.3437152446162,civil,0.10212237485712553,0.10150578036207913,21.0,9.0,baixo,23.0,baixo,0.5777719366199173,28799.6875,0.33933056124347505,49.0,1487.9748294104245
8058A,184030.0,5.0,308.23299807682565,criminal,0.9044300623921103,0.7167781373146642,4.0,7.0,alto,44.0,medio,0.6315002177650296,36806.0,0.5803132150011239,58.0,658.603942745313
9270F,462681.0,10.0,525.4926352753353,trabalhista,0.9688416302792351,0.652605653354119,10.0,10.0,medio,38.0,medio,0.7037549835522607,46268.1,0.5200623299906318,53.0,1206.1447952262804
3314A,307919.0,19.0,658.7786109229008,trabalhista,0.1875180277047133,0.6333181258289124,8.0,1.0,medio,49.0,alto,0.18720313386979198,16206.263157894737,0.6331606789114518,54.0,1927.180491946616
6340A,499791.0,4.0,289.90150179901156,criminal,0.5137831627854819,0.2381439360734955,3.0,7.0,baixo,43.0,desconhecido,0.09268193142838348,124947.75,0.02759332039494633,39.0,675.981762718787
9684E,195279.0,19.0,713.7516672658902,trabalhista,0.5064134774829459,0.39470407127346246,12.0,1.0,alto,10.0,baixo,1.0,10277.842105263158,0.6414973325319895,45.0,2504.5936697625043
7687D,,11.0,567.658155892392,criminal,0.4611160335421881,0.40612868079611525,9.0,2.0,baixo,27.0,alto,0.5648497195056907,40524.454545454544,0.4579955237778666,43.0,1228.852999698308
9799G,83632.0,2.0,750.3555491868738,civil,0.37185891226641155,0.1539772381146503,3.0,6.0,baixo,8.0,alto,0.872870875849532,41816.0,0.4044832199062105,39.0,2017.3126463586054
6870A,292199.0,10.0,310.06322907748944,civil,0.3762840896263639,0.5751509904158323,,10.0,baixo,68.0,alto,0.0,,0.3870089456026503,77.0,747.54568327
7380B,279084.0,11.0,773.076260698238,civil,0.15862066901933822,0.0,6.0,8.0,invalido,85.0,medio,0.737276013272624,25371.272727272728,0.15387078700170176,56.0,1825.3004550668809
1254D,118697.0,20.0,203.70316660008166,civil,0.5316457824607166,0.44085151994366834,9.0,2.0,baixo,85.0,baixo,0.0,5934.85,0.1750286287133101,41.0,745.6229182042205
4170C,193945.0,16.0,336.95232939477165,civil,0.22479020066898192,0.47964004223741463,2.0,4.0,baixo,30.0,baixo,0.22700231852863684,12121.5625,0.4807461011672421,36.0,242.70615873239967
7383E,131505.0,19.0,512.3925354013832,civil,0.4716604997813888,0.7505475381910479,2.0,8.0,medio,13.0,baixo,1.0,6921.315789473684,1.0,,1353.7205492741145
3813D,372864.0,11.0,41.337837864753055,criminal,0.8645098894331059,0.43520057920835736,18.0,6.0,medio,58.0,alto,0.17665662737310872,33896.72727272727,0.09127394817835877,56.0,228.88092644864466
5501F,227277.0,14.0,496.0418333160302,trabalhista,0.015704889549194852,0.24892333563134636,21.0,1.0,alto,3.0,medio,0.35002035385926134,16234.07142857143,0.41608106778637965,54.0,1814.201432398621
3072A,55318.0,2.0,496.48927894275346,trabalhista,0.3713662343385514,0.42344598668248234,22.0,4.0,alto,20.0,medio,0.4578619672480283,27659.0,0.4666938531372208,55.0,1047.8862885659669
5999G,63734.0,5.0,199.67911215650113,criminal,0.2074234117571735,0.6596289520845505,3.0,4.0,baixo,5.0,,0.7515771206992796,,0.9317058065556036,53.0,514.6436727546269
3942C,243299.0,5.0,618.7566843002573,civil,0.23564749340136543,0.7080171584661866,3.0,8.0,medio,22.0,medio,0.23004477740472906,48659.8,0.7052158004678685,52.0,1766.914357170582
4480A,179594.0,19.0,444.0599053779718,criminal,0.5301216655453842,0.3833065749152893,18.0,1.0,baixo,58.0,baixo,1.0,9452.315789473683,0.6182457421425973,50.0,1720.0555854428612
8437A,,12.0,454.71879170581553,civil,0.12660722921923412,0.1882923986917665,6.0,0.0,medio,66.0,alto,0.8135088842720839,14394.0,0.5317432262181914,35.0,1803.4464927657027
4176F,176965.0,18.0,248.5251517274005,criminal,0.0,0.17092236041880265,1.0,3.0,alto,89.0,alto,0.03282407252040398,9831.388888888889,0.18733439667900464,37.0,476.94406839609735
5947E,308637.0,4.0,450.6679257359834,trabalhista,0.18165572782532535,0.0,15.0,3.0,,40.0,medio,0.3805838118230617,77159.25,0.0,60.0,1093.4869533311744
2604H,426848.0,17.0,486.8783506459327,trabalhista,1.0,0.848749893232482,11.0,0.0,baixo,88.0,medio,0.2190047509174898,25108.70588235294,0.45825226869122687,43.0,1271.018592566002
8255A,125872.0,10.0,674.8852842564555,trabalhista,0.3519004505662285,0.590645692626711,10.0,9.0,baixo,5.0,medio,1.0,12587.2,0.9146954673435967,51.0,1259.2310477804062
7713B,353923.0,20.0,418.9962829688211,trabalhista,0.0,0.5205468502829348,4.0,6.0,alto,16.0,baixo,0.21159203946774557,17696.15,0.6263428700168076,42.0,1334.1136887551863
3308C,199524.0,6.0,923.8673473378084,trabalhista,0.8175486008393807,0.5592600123852693,14.0,1.0,alto,15.0,baixo,0.0,33254.0,0.15048571196557903,55.0,2947.64524302882
1643G,174338.0,14.0,123.24482505159045,civil,0.8229817610532928,1.0,2.0,10.0,medio,77.0,baixo,0.8147954436922756,,1.0,50.0,704.5547505791735
6407E,413331.0,11.0,558.6870460903419,civil,0.2284806757242829,0.14544571779957616,13.0,8.0,baixo,75.0,medio,0.2764632001264008,37575.545454545456,0.16943698000063512,46.0,1455.7897062193945
4447C,146603.0,11.0,525.3625836216443,trabalhista,0.5558852595148577,0.3184627101048205,16.0,6.0,invalido,80.0,baixo,0.5697142791754339,13327.545454545454,0.3253772199351086,38.0,2208.688831613506
8163F,353751.0,18.0,,trabalhista,0.4338723172085534,0.7488584988972051,12.0,6.0,medio,18.0,baixo,0.7179145889370935,19652.83333333333,0.8908796347614751,39.0,
5695D,46940.0,18.0,483.9067775587758,trabalhista,0.14362741672509238,0.18173835903814217,22.0,0.0,medio,89.0,alto,0.8405802026577958,2607.777777777778,0.5302147520044938,41.0,1052.5284025824794
1480H,185075.0,11.0,500.56216323424394,trabalhista,0.7830956337501814,0.6918473961688532,5.0,8.0,alto,47.0,alto,0.1829336395070142,16825.0,0.3917663990472695,58.0,1116.4666102238193
4230A,157880.0,12.0,600.1055777878383,trabalhista,1.0,0.8365394182557031,19.0,9.0,baixo,4.0,baixo,1.0,13156.666666666666,0.8365394182557031,52.0,2152.2002438029076
3245F,128408.0,5.0,640.9122145219123,criminal,0.6750143555679619,0.6752001772116228,3.0,8.0,medio,53.0,baixo,1.0,25681.6,0.837692999427642,80.0,1641.6236195791312
1418H,326959.0,9.0,611.9547557954999,criminal,0.12166914724554585,0.44035367649115953,21.0,1.0,alto,58.0,alto,0.0,36328.77777777778,0.3795191028683866,54.0,1840.3136363271433
1304E,191941.0,9.0,604.1037142528246,trabalhista,0.8079251520081638,0.5710463530629107,20.0,9.0,baixo,85.0,alto,0.3841203469380118,21326.777777777777,0.35914395052783465,73.0,1871.1202701420284
1913B,79297.0,10.0,280.5208484755045,trabalhista,0.361999190231744,0.4543333134450627,21.0,8.0,alto,75.0,medio,0.5514778891771104,7929.7,0.5490726629177459,42.0,902.1020445679765
9270F,90107.0,19.0,,civil,0.42614483507807954,0.0,2.0,1.0,medio,58.0,alto,0.8275781464903431,4742.473684210527,0.14547884895335328,47.0,
5861G,46682.0,1.0,571.7922463714425,civil,0.5694354383549471,0.6683370167162211,17.0,1.0,alto,34.0,baixo,0.9144432139914842,46682.0,0.8408409045344897,38.0,1838.6553934169074
6969B,49622.0,7.0,807.3207005642828,civil,0.9756559658280886,0.23254053236376548,21.0,7.0,baixo,30.0,alto,0.5838132455287863,7088.857142857143,0.03661917221411448,46.0,2226.5877672810916
5984B,322552.0,4.0,136.53475122023056,trabalhista,0.5263111149249444,0.616317015751885,11.0,2.0,alto,54.0,alto,0.0,80638.0,0.3531614582894127,37.0,373.60483115447784
9527A,38837.0,1.0,279.50228573371675,trabalhista,0.8089267709833381,0.7499751448534034,1.0,2.0,baixo,4.0,alto,0.29481910801202904,38837.0,0.4929213133677489,,-9.958479236576977
5517G,487426.0,15.0,505.66424611747516,trabalhista,1.0,1.0,19.0,6.0,medio,78.0,alto,0.333916126072538,32495.066666666666,0.7471891285256897,38.0,1646.4216846605468
1137H,176479.0,8.0,837.9576957922663,civil,0.011738371211150511,0.6169714047070958,8.0,,baixo,,baixo,0.0,22059.875,0.6111022191015205,49.0,1684.941911551381
3464B,190381.0,12.0,303.1828762589712,civil,1.0,0.9685764963280274,11.0,5.0,alto,68.0,baixo,1.0,15865.083333333334,0.9685764963280274,39.0,993.2908162110327
3117H,495134.0,18.0,634.9658467644826,criminal,0.017483811693089824,0.489321382573762,8.0,6.0,baixo,26.0,medio,0.29820241122728075,27507.444444444445,0.6296806823408574,43.0,1977.1651793360495
4736E,123190.0,15.0,698.9771907313229,criminal,0.9105360974456508,0.8195140515059472,17.0,5.0,alto,3.0,baixo,0.5049089464657026,8212.666666666666,0.6167004760159732,48.0,2521.2781704280997
7034B,442111.0,17.0,95.51999675007201,civil,0.3328958850822501,0.34650913693102675,20.0,,medio,57.0,alto,1.0,26006.529411764703,0.6800611943899018,50.0,757.2133189024968
8433D,282356.0,14.0,499.8181489036682,criminal,0.6305606444398029,0.41043192379706805,6.0,1.0,alto,37.0,alto,0.3499729859606199,20168.285714285717,0.2701380945574765,37.0,1756.3191912030456
3059A,247984.0,14.0,275.59173115417764,criminal,0.8360067258340687,0.5948425983640411,7.0,7.0,baixo,38.0,alto,0.5328787706802534,17713.14285714286,0.4432786207871333,49.0,1101.6444085533585
7801A,30370.0,18.0,790.0948446821297,criminal,0.2900186126801629,0.7835506549752429,21.0,10.0,baixo,41.0,baixo,0.583401090226937,1687.2222222222222,0.9302418937486299,52.0,2470.653538221072
7940H,406356.0,20.0,822.669122552454,criminal,0.5064830248527985,0.606992338085693,13.0,5.0,medio,4.0,,0.0,20317.8,0.35375082565929383,73.0,2292.0991592422147
6873G,292630.0,18.0,236.5034054462824,criminal,0.4879867814915061,0.4640933841143598,7.0,3.0,medio,26.0,baixo,0.5491335116205982,16257.222222222224,0.4946667491789059,48.0,406.2376187045971
7383H,315906.0,16.0,407.70026376399704,trabalhista,0.5424512665783314,0.5111109610224935,11.0,5.0,medio,39.0,baixo,1.0,19744.125,0.7398853277333279,59.0,1042.3596444625011
9122F,56613.0,1.0,181.95295518679873,trabalhista,0.5560905426297528,0.6223727442445852,10.0,5.0,alto,45.0,medio,0.6741527618664709,56613.0,0.6814038538629442,41.0,1057.6708885131384
6317C,273876.0,11.0,629.6819498605677,trabalhista,0.7184152727976606,0.6151098201506154,8.0,9.0,baixo,42.0,baixo,0.5737606819922442,24897.81818181818,0.5427825247479072,60.0,1973.6720880706437
9355G,33196.0,15.0,97.91803622876705,,0.28718680399139546,0.5816486649154483,10.0,2.0,medio,11.0,alto,0.13035744870467114,2213.0666666666666,0.5032339872720861,54.0,177.9040987392113
6310B,256009.0,,771.4644687355578,criminal,0.7437688128927356,0.388484534101664,22.0,7.0,baixo,11.0,medio,0.2041887606957694,21334.08333333333,0.11869450800318088,,2228.2213978066657
8576F,392709.0,8.0,411.3369166617405,civil,1.0,0.6369627230047206,11.0,4.0,baixo,54.0,medio,,49088.625,,60.0,1304.5019593797847
2461B,368493.0,20.0,,criminal,0.8387694612363792,0.3212886942330256,20.0,10.0,alto,38.0,alto,1.0,18424.65,0.6369627230047206,50.0,
4680A,356983.0,6.0,130.21186943890268,civil,0.6091928151300778,0.6930758587319292,17.0,9.0,medio,20.0,medio,0.4479112247875527,59497.16666666666,0.12585957600861236,56.0,328.48888394438575
8173C,71916.0,3.0,213.69790198950813,civil,0.39977882439314494,0.634025434556134,11.0,10.0,alto,26.0,medio,0.3283306639967822,23972.0,0.5526447831652813,53.0,852.1766003481501
5500G,38572.0,13.0,640.2030988590127,criminal,0.7026668448524118,0.7950387199585337,16.0,3.0,baixo,76.0,medio,0.41541897649419324,2967.076923076923,0.6418455106066582,43.0,1499.5094880599825
9426F,451441.0,13.0,423.0918842453266,criminal,0.904121701960616,0.6926053710608637,5.0,1.0,baixo,93.0,medio,0.0,34726.230769230766,0.4437052975323278,54.0,1028.7197372430605
1391D,75853.0,2.0,297.1598840263712,criminal,0.5759082270184306,0.810129398957635,10.0,9.0,medio,14.0,medio,0.7286703051969785,37926.5,0.6048796726790451,35.0,298.3355975013676
7364A,472606.0,5.0,109.01427318636863,civil,0.2475191539862091,0.2602195672565152,20.0,0.0,baixo,50.0,alto,0.0,94521.2,0.5221752854484198,52.0,463.7619963094413
5844H,193347.0,17.0,659.655703167385,criminal,0.2480606059774493,0.3089329711186852,5.0,6.0,baixo,25.0,alto,0.7917340879637812,11373.35294117647,0.5323270342453013,55.0,2184.171143041497
5409G,364523.0,6.0,79.07215291805952,criminal,0.9386888072425377,1.0,20.0,9.0,baixo,55.0,,0.5889302288755907,60753.833333333336,0.4793677825677558,,456.7744050526702
8839D,31105.0,2.0,224.494836156109,trabalhista,0.6057956159413869,0.07726791793146714,9.0,10.0,baixo,42.0,medio,0.7183065988692339,15552.5,0.8987047438644544,48.0,588.3012885891605
2340C,146074.0,4.0,650.5658860921021,trabalhista,0.37099505177781394,0.8028456127224757,3.0,2.0,baixo,90.0,alto,0.9944478184423595,36518.5,0.27159401918195336,42.0,2288.960586448936
7019D,483112.0,11.0,550.4703857970173,criminal,0.0,0.5832208569992532,3.0,2.0,alto,10.0,alto,0.20370876990029374,43919.27272727273,0.7192024717837155,57.0,1410.101142786168
3019B,73209.0,8.0,446.27009386854394,criminal,0.618819419928722,0.7628434716989041,10.0,2.0,medio,14.0,alto,0.0,9151.125,0.5832208569992532,68.0,1170.1642838005728
4063H,465703.0,12.0,482.3995675203417,criminal,0.29502197116689827,0.4806785964602094,7.0,9.0,alto,5.0,alto,0.5827372466908728,38808.583333333336,0.7448023850799795,51.0,1810.5258692057812
5517G,441267.0,8.0,302.7725457923109,criminal,0.3594170104842487,0.6427230269344046,2.0,2.0,baixo,57.0,alto,0.9407597691709305,55158.375,0.8035474954622255,52.0,123.87280231809325
9847B,124244.0,11.0,618.838362639985,trabalhista,0.29678876740325427,0.12284782541309863,8.0,1.0,alto,22.0,alto,0.5171151236394282,11294.90909090909,0.7215720835119944,49.0,2336.5372181703083
4867F,262067.0,20.0,54.95714371665363,civil,0.4947654579530057,0.6074464910236583,12.0,5.0,baixo,75.0,alto,0.824230418109758,13103.35,0.38656865076635055,44.0,593.7027166488406
4188D,283516.0,8.0,326.9114186199002,trabalhista,0.5428978221432934,0.8381847067736787,22.0,9.0,baixo,29.0,medio,0.402748916648281,35439.5,0.561438220371296,54.0,1214.8848984615154
8371D,238472.0,8.0,652.5521976523427,civil,0.2444496598385146,0.5880840741030482,9.0,2.0,baixo,7.0,medio,0.8375995470256948,29809.0,0.9855355692148793,50.0,2011.4080092721683
3961G,130300.0,17.0,358.2082603376262,criminal,0.16568161438659734,0.28586218970147736,11.0,0.0,medio,18.0,alto,0.9658281537435821,7664.705882352941,0.948773321055582,41.0,1323.146563551299
7006H,228033.0,,538.9152701741604,civil,0.7001172962701364,0.6824238236718744,19.0,9.0,alto,31.0,,0.6211068093197425,11401.65,0.51357478716805,51.0,1132.4259730896883
7010H,483372.0,20.0,,civil,0.6064382718631084,0.4862235000990186,20.0,8.0,medio,43.0,medio,0.8427829628736274,24168.6,0.7537566569736198,39.0,
7505F,406826.0,16.0,319.63701236936856,civil,0.1764679961149278,0.24888831988841087,23.0,5.0,alto,84.0,alto,0.3910623097877327,25426.625,0.37853551906133076,52.0,1053.006680178839
8537B,87175.0,14.0,342.5221598884906,criminal,0.3271542806126369,0.2341668120213995,17.0,5.0,alto,35.0,medio,0.30850853190553185,6226.785714285715,0.3149085877837129,48.0,1431.6701732185197
4354C,430065.0,11.0,365.97872466992237,trabalhista,0.517889089730113,0.7028706387931283,13.0,9.0,baixo,71.0,baixo,0.3684116949733176,39096.81818181818,0.2547955192017398,52.0,1350.7250402854534
4504F,131551.0,7.0,669.3892360532745,civil,0.7598191021801686,0.49199568412218186,1.0,8.0,baixo,94.0,medio,0.8692303404462057,18793.0,0.8785412641511746,52.0,1866.6997819220917
9313F,311120.0,16.0,874.5650162476683,criminal,0.21177554816561617,0.15618319162426242,1.0,1.0,alto,4.0,baixo,0.6181343701054984,19445.0,0.4211533180848467,49.0,2676.242812048214
2452F,422761.0,13.0,523.0359367204369,civil,0.32252440873785043,0.6567137998296889,8.0,9.0,baixo,51.0,alto,0.6361858174484157,32520.07692307692,0.3683883262656622,59.0,1397.6143564125073
6389A,391938.0,15.0,295.8249862304937,trabalhista,0.0,0.10500610536659666,13.0,8.0,alto,94.0,alto,0.0,26129.2,0.4954515954607637,45.0,682.4564414379016
2313F,276984.0,16.0,510.50270023469363,civil,0.0,0.11610901778444765,6.0,2.0,alto,30.0,alto,0.3533045294508519,17311.5,0.2816583700920226,60.0,1191.3926082767023
8153B,86866.0,9.0,,civil,0.058376148886303,0.36024105735105316,3.0,2.0,alto,94.0,,0.0,9651.777777777776,0.11610901778444765,39.0,
4468H,77078.0,3.0,212.59125202031038,trabalhista,0.8324134676045385,0.4480475010969043,16.0,2.0,alto,18.0,medio,0.9704441510238376,25692.666666666668,0.8162750584198204,50.0,857.6628969530389
9720D,283564.0,19.0,440.2943694180499,civil,0.0,0.5114060141103598,10.0,0.0,alto,74.0,baixo,0.35803518417157165,14924.421052631578,0.2108583593804208,42.0,1043.012307802296
